full_name,position,adp_rank_stdev,adp_rank_mean,n_snapshots
Noah Gray,TE,8.750091574612378,197.44444444444446,27
Brenton Strange,TE,8.745694911622492,136.77777777777777,27
Khalil Herbert,RB,8.74077221423249,454.35714285714283,14
Savion Williams,WR,8.630536127388256,272.61538461538464,26
Jacardia Wright,RB,8.582596848330258,436.25925925925924,27
Chig Okonkwo,TE,8.525142971121523,122.29629629629629,27
Jerry Jeudy,WR,8.517620415929423,171.62962962962962,27
Mark Andrews,TE,8.458209653426106,83.81481481481481,27
Dalton Kincaid,TE,8.436455960519748,113.4074074074074,27
Elijah Mitchell,RB,8.335237877600756,449.14285714285717,7
Geno Smith,QB,8.276386620897762,161.96296296296296,27
Xavier Weaver,WR,8.261211717878856,424.6190476190476,21
Noah Fant,TE,8.122635531476705,228.85185185185185,27
Malik Benson,WR,8.091147425839353,434.6666666666667,6
J'Mari Taylor,RB,8.074087142883903,399.037037037037,27
DeeJay Dallas,RB,8.054302879318262,446.8888888888889,27
Brian Robinson,RB,8.05271096253639,203.66666666666666,27
Sam Darnold,QB,7.932406754767241,102.33333333333333,27
Isaiah Bond,WR,7.929173656302089,309.8888888888889,27
Bryce Lance,WR,7.9115480528524,330.14814814814815,27
Michael Carter,RB,7.836651415822038,440.51851851851853,27
Xavier Smith,WR,7.8246451181552805,375.0740740740741,27
Jahdae Walker,WR,7.811891001904793,311.1111111111111,27
Bryce Young,QB,7.804411054578815,126.29629629629629,27
Marquez Valdes-Scantling,WR,7.802169323582144,372.0769230769231,26
Kevin Austin,WR,7.776984086487621,357.4074074074074,27
Brenen Thompson,WR,7.729582055094488,355.85185185185185,27
Sean Tucker,RB,7.721837904720639,231.37037037037038,27
Kalel Mullings,RB,7.67279576632891,440.8888888888889,27
Darnell Mooney,WR,7.672424445121438,184.40740740740742,27
T.J. Hockenson,TE,7.636693546233754,133.37037037037038,27
Jam Miller,RB,7.627178125220764,401.5769230769231,26
RJ Harvey,RB,7.596295393394318,108.37037037037037,27
Dylan Sampson,RB,7.591230508078407,167.37037037037038,27
Quinshon Judkins,RB,7.5409612693672425,77.4074074074074,27
Aaron Rodgers,QB,7.5074511894399425,151.14814814814815,27
Jalen Hurts,QB,7.503845168158274,58.0,27
Isiah Pacheco,RB,7.494917556170251,226.40740740740742,27
Kyren Williams,RB,7.468642900864038,40.370370370370374,27
Mike Evans,WR,7.403702777314528,51.74074074074074,27
Malachi Corley,WR,7.36376746136591,385.0740740740741,27
Jared Goff,QB,7.230238811848012,88.74074074074075,27
Damien Martinez,RB,7.223466033592283,453.53846153846155,26
Josh Jacobs,RB,7.1115291009631765,39.42307692307692,26
Gunnar Helm,TE,7.1104433447151925,144.59259259259258,27
Malik Nabers,WR,7.109842301335351,50.370370370370374,27
Cedric Tillman,WR,7.095620204531536,382.4347826086956,23
Rashod Bateman,WR,7.059171965033073,170.7037037037037,27
Chris Bell,WR,6.8577380694053565,188.85714285714286,21
Tank Bigsby,RB,6.837761750381902,235.7037037037037,27
Kyler Murray,QB,6.810834338571475,124.18518518518519,27
Kyle Pitts,TE,6.807696331706444,79.03703703703704,27
Terrance Ferguson,TE,6.785689651434403,216.25925925925927,27
Marcus Mariota,QB,6.781101188843412,505.125,16
Joe Burrow,QB,6.759187058116507,52.074074074074076,27
Tucker Kraft,TE,6.710114829542115,72.44444444444444,27
Darren Waller,TE,6.667618979601557,141.2,15
Jordan Mason,RB,6.61733887519551,133.40740740740742,27
Isaiah Likely,TE,6.6154011793339285,108.07407407407408,27
Jayden Reed,WR,6.613462915741777,47.25925925925926,27
Ty Simpson,QB,6.582805886043823,496.0,16
Denzel Boston,WR,6.539383209717323,165.92592592592592,27
Jalen Milroe,QB,6.506086893568735,488.9375,16
DeVonta Smith,WR,6.479641578494522,30.703703703703702,27
Drew Allar,QB,6.475273481998029,498.9375,16
J.J. McCarthy,QB,6.475273481998029,483.9375,16
Nick Mullens,QB,6.475273481998029,501.9375,16
Jameis Winston,QB,6.475273481998029,481.9375,16
Will Levis,QB,6.475273481998029,485.9375,16
Riley Leonard,QB,6.475273481998013,507.9375,16
Parker Washington,WR,6.467098408356081,79.85185185185185,27
Cade Otton,TE,6.458943312798834,150.11111111111111,27
Tyson Bagent,QB,6.375735251718139,509.875,16
Carson Wentz,QB,6.3757352517181305,511.875,16
Cooper Rush,QB,6.3757352517181305,513.875,16
Jake Browning,QB,6.3757352517181305,512.875,16
Garrett Nussmeier,QB,6.3757352517181225,510.875,16
Will Howard,QB,6.375735251718028,493.875,16
Tyrod Taylor,QB,6.375735251718028,500.875,16
Mason Rudolph,QB,6.375735251718028,496.875,16
Tanner McKee,QB,6.375735251718028,492.875,16
Tommy DeVito,QB,6.375735251718028,494.875,16
Spencer Rattler,QB,6.375735251718028,490.875,16
Mitchell Trubisky,QB,6.295170106253404,491.8125,16
Jordan Love,QB,6.294301678362231,99.18518518518519,27
Taylen Green,QB,6.284571054044464,506.8125,16
Teddy Bridgewater,QB,6.2845710540444335,482.8125,16
Davis Mills,QB,6.2845710540444335,484.8125,16
Andy Dalton,QB,6.2845710540444335,486.8125,16
Jarrett Stidham,QB,6.2845710540444335,502.8125,16
David Montgomery,RB,6.2500142449980105,38.7037037037037,27
Will Kacmarek,TE,6.235638771063541,206.96296296296296,27
Kendrick Bourne,WR,6.230153675056099,201.74074074074073,27
Kyle Allen,QB,6.202150164795061,508.75,16
Josh Johnson,QB,6.2021501647949915,505.75,16
Trey Lance,QB,6.202150164794991,497.75,16
Germie Bernard,WR,6.197830702197775,187.5185185185185,27
Sam LaPorta,TE,6.160253075054464,58.44444444444444,27
Xavier Worthy,WR,6.160253075054456,115.55555555555556,27
Bo Nix,QB,6.156320727535635,82.85185185185185,27
Chris Olave,WR,6.129885690247296,25.037037037037038,27
Elic Ayomanor,WR,6.128956074577671,262.22222222222223,27
Jameson Williams,WR,6.014464994809529,40.407407407407405,27
De'Zhaun Stribling,WR,5.993110954869678,167.07407407407408,27
Evan Engram,TE,5.987165760704632,206.0,27
Quinn Ewers,QB,5.875088651813402,480.375,16
DJ Moore,WR,5.838520282427651,66.62962962962963,27
Dameon Pierce,RB,5.834776378286944,443.2692307692308,26
Cole Kmet,TE,5.6568542494923735,196.66666666666666,27
Bucky Irving,RB,5.58844962675421,65.66666666666667,27
Cam Ward,QB,5.5423775329680245,149.88888888888889,27
Tyler Warren,TE,5.542377532968024,42.55555555555556,27
Tyjae Spears,RB,5.447757582534544,161.2962962962963,27
Malik Willis,QB,5.4438339096015556,133.40740740740742,27
Odell Beckham,WR,5.412947441089749,368.6,5
Joshua Palmer,WR,5.318834458788884,317.96,25
Trevor Lawrence,QB,5.2909641838044985,85.07407407407408,27
Rhamondre Stevenson,RB,5.235480532888687,98.88888888888889,27
Jaxson Dart,QB,5.228401508700564,59.48148148148148,27
Tony Pollard,RB,5.204643992466647,114.62962962962963,27
Treylon Burks,WR,5.1986191460464815,314.8888888888889,27
Matthew Golden,WR,5.191215459670109,118.44444444444444,27
Saquon Barkley,RB,5.093429094727827,36.407407407407405,27
Tai Felton,WR,5.092590002589356,329.6296296296296,27
Colby Parkinson,TE,5.088392466362818,180.74074074074073,27
CJ Daniels,WR,5.084191464628652,307.18518518518516,27
Dak Prescott,QB,5.074094869672686,71.14814814814815,27
Bo Melton,WR,5.04707187118774,320.6296296296296,27
Jacory Croskey-Merritt,RB,5.0076863996183985,140.0,27
Elijah Arroyo,TE,4.973720110530118,208.74074074074073,27
Tre' Harris,WR,4.894906940904385,180.96296296296296,27
Darnell Washington,TE,4.889665827930568,191.7037037037037,27
Jaylen Waddle,WR,4.755863078162954,31.814814814814813,27
Quentin Johnston,WR,4.742064896981005,88.88888888888889,27
Chris Rodriguez,RB,4.70133641665476,151.77777777777777,27
Drake London,WR,4.6822085518563705,23.333333333333332,27
Marquise Brown,WR,4.534765987799427,251.55555555555554,27
Ladd McConkey,WR,4.522813334180447,47.925925925925924,27
Wan'Dale Robinson,WR,4.519032243927064,111.96296296296296,27
Matthew Stafford,QB,4.400207195328812,109.14814814814815,27
Brian Thomas,WR,4.29071747033715,98.55555555555556,27
C.J. Stroud,QB,4.236928952858063,129.4814814814815,27
James Cook,RB,4.236592728681617,12.777777777777779,27
Mike Gesicki,TE,4.221772355701067,164.85185185185185,27
Chris Godwin,WR,4.206222496766868,90.33333333333333,27
Kenny Gainwell,RB,4.180063931680286,124.37037037037037,27
Dawson Knox,TE,4.174949033245727,187.25925925925927,27
Nico Collins,WR,4.1698278606513695,14.185185185185185,27
Khalil Shakir,WR,4.144814492771322,86.44444444444444,27
Jalen McMillan,WR,4.113766756037207,162.0,27
Dane Key,WR,4.101649596414203,449.3333333333333,18
DK Metcalf,WR,4.09224128643935,70.85185185185185,27
Ryan Flournoy,WR,3.990729999126217,170.8148148148148,27
Jadarian Price,RB,3.9645868281510426,133.44444444444446,27
Greg Dulcich,TE,3.951991095414264,166.8148148148148,27
Trey McBride,TE,3.903026804112192,17.814814814814813,27
KC Concepcion,WR,3.9026618135279474,126.0,27
Drake Maye,QB,3.8986446618575337,71.74074074074075,27
Breece Hall,RB,3.8563966175427096,39.77777777777778,27
